path,label,text
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525134416_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525141610_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525152153_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525170514_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525172612_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525183829_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525211306_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525222945_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525224135_99813.png,Banner aplicación,"Debido a una
incidencia técnica
no se ha podido
realizar la
operación
Por favor, vuelve a intentarlo.
D"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525225428_100141.png,Banner aplicación,"¿Nos permites acceder a tu geolocalización?
El permiso de ubicación solo lo utilizamos si autorizas
a la aplicación, y nos permite acceder a los datos de
geolocalización para:

/ Un tratamiento comercial (si además tenemos tu

consentimiento)

SY Finalidades de lucha contra el fraude
SY Ofrecerte determinados servicios de la aplicación,

como mostrarte la ubicación de la oficina más

cercana
Los datos de geolocalización se recogen únicamente si
la geolocalización está activada en el dispositivo, y se
puede configurar en todo momento desde tu teléfono
accediendo a Ajustes>Geolocalización.
Con carácter general, utilizaremos los datos de
geolocalización en primer plano; por esta razón, te
informaremos previamente en aquellos casos en
que puedan utilizarse en segundo plano, para que tú
configures como quieras tus permisos.
TRATAMIENTO PARA FINALIDADES COMERCIALES
Si tenemos tu autorización al tratamiento de datos
para la elaboración de perfiles y análisis de datos
para la configuración de una oferta personalizada, así
como para la comunicación de ofertas comerciales,
utilizaremos los datos de geolocalización (entre otros
datos tuyos), para configurarte y ofrecerte una oferta
AA nAlizada dHa radic ann 1 AARMIIAIARN AiINtadian A

Gestionar permiso"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525232113_100168.png,Banner aplicación,"Activar firma X

Usa el código imagin 535341 para autorizar la

operación en imaginBank.

5 [s)s)s la)
Olvídate de códigos y SWMS
que no llegan
Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

O
Activar firma"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260502082500_100149.png,Banner aplicación,"Información sobre los
Datos mostrados en
CaixaBank Broker
Los datos que mostramos
en CaixaBank Broker
son proporcionados por
Proveedores de Datos. Debes
saber que:
* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker
* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.
* El uso de los datos sin el
permiso de los proveedores
podría conllevar sanciones.
* No nos hacemos
responsables de ningún daño
O perjuicio derivado del uso
de la información.

Aceptar condiciones"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260506211424_100105.png,Banner aplicación,"Información sobre los Datos mostrados
en CaixaBank Broker
Los datos que mostramos en CaixaBank
Broker son proporcionados por Proveedores
de Datos. Debes saber que:
* Los datos solo pueden utilizarse dentro de
CaixaBank Broker
* No se pueden distribuir, ni publicar ni
utilizar para otros fines.
* El uso de los datos sin el permiso de los
proveedores podría conilevar sanciones.
No nos hacemos responsables de ningún
daño o perjuicio derivado del uso de la
información.

Aceptar condiciones"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260507031339_100188.png,Banner aplicación,"Información sobre los
Datos mostrados en
CaixaBank Broker
Los datos que mostramos
en CaixaBank Broker
son proporcionados por
Proveedores de Datos. Debes
saber que:
* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker
* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.
* El uso de los datos sin el
permiso de los proveedores
podría conllevar sanciones.
* No nos hacemos
responsables de ningún daño
o perjuicio derivado del uso
de la información.

Aceptar condiciones"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260510231915_100139.png,Banner aplicación,"Información sobre los
Datos mostrados en
CaixaBank Broker
Los datos que mostramos
en CaixaBank Broker
son proporcionados por
Proveedores de Datos. Debes
saber que:
* Los datos solo pueden
utilizarse dentro de
CailxaBank Broker
* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.
* El uso de los datos sin el
permiso de los proveedores
podría conllevar sanciones.
* No nos hacemos
responsables de ningún daño
O perjuicio derivado del uso
de la información.

Aceptar condiciones"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506054150_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506055141_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506055830_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060020_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060507_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060713_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061203_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061407_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061859_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506062046_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506062537_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506062726_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506063212_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506063409_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506063854_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506064036_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506064518_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506064700_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506065140_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506065320_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506065802_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506065943_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506070426_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506070613_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506071052_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506071233_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506071711_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506071851_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506072330_100172.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506072511_100171.png,Banner aplicación,"x
Actualiza la app
Esta versión de la app dejará de estar
disponible.
Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.
Gracias y disculpa las molestias.
Actualizar más tarde"
